Feature,Importance
log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0007512363615363
log-sigma-3-0-mm-3D_firstorder_Minimum,0.0007487670010092
lbp-3D-m2_glrlm_RunVariance,0.0007483287728416
squareroot_glcm_Imc2,0.0007472766145472
log-sigma-4-0-mm-3D_glcm_Imc2,0.0007469163688639
wavelet-HHL_firstorder_TotalEnergy,0.0007452545376408
squareroot_glszm_GrayLevelNonUniformityNormalized,0.0007446014547299
lbp-3D-k_glcm_ClusterShade,0.00074433441501
original_ngtdm_Busyness,0.0007408721778011
lbp-3D-k_gldm_SmallDependenceHighGrayLevelEmphasis,0.0007395910616683
wavelet-LLH_firstorder_Uniformity,0.00073920204035
exponential_firstorder_Energy,0.0007388564033532
wavelet-LHL_glrlm_RunPercentage,0.0007381614500405
log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,0.0007379089691908
exponential_gldm_DependenceVariance,0.0007376041511189
wavelet-LHL_gldm_DependenceVariance,0.0007374924918776
square_glcm_InverseVariance,0.0007365874512312
lbp-3D-k_firstorder_Minimum,0.0007362236206787
wavelet-HHL_glszm_GrayLevelVariance,0.0007352086777207
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.0007334294752983
wavelet-HHL_gldm_HighGrayLevelEmphasis,0.0007328208898706
lbp-3D-k_glcm_MCC,0.0007322640754001
wavelet-LHL_glszm_LargeAreaEmphasis,0.0007309960192985
logarithm_glcm_JointEntropy,0.0007304177614164
lbp-3D-k_glrlm_LongRunLowGrayLevelEmphasis,0.0007294658250637
wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation,0.0007282883279126
wavelet-LHH_ngtdm_Strength,0.0007271117800482
logarithm_glrlm_LongRunLowGrayLevelEmphasis,0.0007269698719856
square_glcm_Contrast,0.0007266131737044
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis,0.000726358010239
original_gldm_DependenceEntropy,0.0007237001446166
original_firstorder_90Percentile,0.0007225644597237
lbp-3D-k_ngtdm_Busyness,0.0007216957641149
wavelet-LHH_glcm_Idn,0.0007210526170316
square_gldm_HighGrayLevelEmphasis,0.0007207603025624
wavelet-LLL_glrlm_ShortRunEmphasis,0.0007194008855593
wavelet-HLL_glcm_SumAverage,0.0007175068472788
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.0007172277191746
logarithm_firstorder_Minimum,0.0007169815377238
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.0007168183873769
square_glcm_ClusterShade,0.0007162414709142
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.0007148345206236
wavelet-HHH_firstorder_TotalEnergy,0.0007127112329567
original_glszm_SmallAreaHighGrayLevelEmphasis,0.0007114433326827
wavelet-LLH_glcm_Idmn,0.0007100018747635
wavelet-LHL_glcm_Imc2,0.0007083751897952
wavelet-HLH_gldm_DependenceNonUniformity,0.0007052761523973
wavelet-HHH_glcm_DifferenceVariance,0.0007030061722322
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.0007015111637754
log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.0007014955153226
wavelet-LHL_glcm_Idn,0.0007010003164305
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0007009344052592
squareroot_ngtdm_Contrast,0.0006999285211821
squareroot_gldm_LargeDependenceEmphasis,0.0006991333305404
wavelet-LHH_ngtdm_Busyness,0.0006991297766944
log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.0006974965249856
wavelet-HHH_glcm_InverseVariance,0.0006971744019523
wavelet-LHL_gldm_DependenceEntropy,0.0006967430923182
wavelet-HHH_glcm_DifferenceAverage,0.0006964895501968
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.0006955437197024
wavelet-HLH_glcm_Imc1,0.0006949919620157
log-sigma-4-0-mm-3D_gldm_LowGrayLevelEmphasis,0.0006947290948275
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0006938845093976
square_firstorder_RobustMeanAbsoluteDeviation,0.0006929587313003
wavelet-LHH_firstorder_Minimum,0.0006921740460222
wavelet-HHL_glszm_LargeAreaEmphasis,0.0006907656372849
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.0006893485823446
log-sigma-1-0-mm-3D_firstorder_Median,0.0006893447196924
lbp-3D-k_glcm_Autocorrelation,0.0006884124534859
log-sigma-4-0-mm-3D_glcm_Contrast,0.0006875336131403
lbp-3D-k_ngtdm_Strength,0.0006874851243018
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,0.0006870615255612
wavelet-HHH_firstorder_Skewness,0.0006868599845926
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.0006861648665135
original_glszm_SmallAreaLowGrayLevelEmphasis,0.000684870192177
squareroot_glszm_LargeAreaLowGrayLevelEmphasis,0.0006844881283878
log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.0006840245814544
square_glcm_DifferenceEntropy,0.000683252416596
log-sigma-4-0-mm-3D_glcm_DifferenceEntropy,0.0006808238579527
wavelet-HLL_glszm_GrayLevelNonUniformity,0.0006800804073889
wavelet-LHH_glszm_GrayLevelVariance,0.0006796677868194
log-sigma-4-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.0006792394568946
wavelet-HLL_glcm_DifferenceEntropy,0.0006789579504556
wavelet-HLL_glcm_Idm,0.0006788203478092
wavelet-HLH_firstorder_MeanAbsoluteDeviation,0.000678158109777
log-sigma-4-0-mm-3D_glcm_SumAverage,0.0006772043267539
lbp-3D-m2_glrlm_LongRunEmphasis,0.0006764223285154
square_glszm_SizeZoneNonUniformityNormalized,0.0006753239551656
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0006752648894457
log-sigma-4-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0006723962786859
gradient_gldm_SmallDependenceEmphasis,0.0006680900933264
lbp-3D-m2_gldm_SmallDependenceLowGrayLevelEmphasis,0.0006677763938715
wavelet-HHL_glcm_DifferenceEntropy,0.0006673579172613
lbp-3D-k_glszm_HighGrayLevelZoneEmphasis,0.0006658693825252
wavelet-HLL_gldm_HighGrayLevelEmphasis,0.0006654536608352
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.0006628947486949
original_glrlm_LongRunEmphasis,0.0006614248738101
wavelet-HHH_firstorder_Mean,0.0006583798861174
squareroot_firstorder_10Percentile,0.0006565554122261
log-sigma-5-0-mm-3D_glcm_JointAverage,0.0006559184548838
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.000655170338667
wavelet-HLL_glcm_Imc1,0.0006541568227868
wavelet-HLH_firstorder_10Percentile,0.0006525067121401
gradient_glcm_Autocorrelation,0.0006522788594217
wavelet-HHL_glcm_Correlation,0.0006511237314249
lbp-2D_glrlm_RunLengthNonUniformity,0.0006503707135904
wavelet-LHL_ngtdm_Complexity,0.0006503456428025
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.0006502268044322
wavelet-LHL_glcm_Correlation,0.0006496309679268
gradient_ngtdm_Strength,0.0006490992969213
wavelet-HLL_glcm_Contrast,0.0006480002070903
lbp-3D-k_firstorder_Skewness,0.0006471151148394
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.0006465489089531
log-sigma-5-0-mm-3D_glcm_Imc2,0.0006436041035829
wavelet-HHL_gldm_LargeDependenceEmphasis,0.0006424827926231
log-sigma-5-0-mm-3D_glcm_SumSquares,0.0006417985962633
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,0.000640846446209
wavelet-LLL_glcm_Idmn,0.0006408019241777
wavelet-HHL_glcm_SumEntropy,0.0006387907520113
log-sigma-4-0-mm-3D_ngtdm_Contrast,0.0006383453559907
squareroot_glrlm_GrayLevelVariance,0.0006373131741912
wavelet-HLH_gldm_LowGrayLevelEmphasis,0.0006342145016965
squareroot_glszm_ZonePercentage,0.0006331733344724
lbp-3D-k_glrlm_RunVariance,0.0006328589631121
square_glszm_LowGrayLevelZoneEmphasis,0.0006327816323697
log-sigma-4-0-mm-3D_glcm_JointEnergy,0.0006319629247377
squareroot_glrlm_LowGrayLevelRunEmphasis,0.0006300432324502
wavelet-HHL_glcm_Idmn,0.0006291692505293
wavelet-HHL_firstorder_Maximum,0.0006282921186501
log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.0006279427045837
wavelet-LLL_firstorder_TotalEnergy,0.0006267980121544
squareroot_glcm_Idmn,0.0006262207871066
wavelet-HLL_glszm_LargeAreaEmphasis,0.0006258426687351
original_ngtdm_Contrast,0.0006251388677574
wavelet-LHH_gldm_LargeDependenceEmphasis,0.0006243039709117
log-sigma-1-0-mm-3D_firstorder_Skewness,0.0006228276975447
log-sigma-2-0-mm-3D_glcm_MCC,0.0006213981156547
wavelet-HHH_firstorder_Median,0.0006196140765847
square_glcm_Correlation,0.0006191292320392
wavelet-HLH_glcm_SumEntropy,0.0006184627414532
square_firstorder_MeanAbsoluteDeviation,0.0006175280696919
wavelet-LLH_glcm_Id,0.0006172328079967
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.0006169162792669
log-sigma-2-0-mm-3D_firstorder_Variance,0.0006164256520852
wavelet-LHL_firstorder_Uniformity,0.0006152195573424
wavelet-LHL_glrlm_RunVariance,0.0006145913071634
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.000613861794616
wavelet-HLH_firstorder_Uniformity,0.0006135931507076
original_glcm_JointAverage,0.0006127403977032
square_gldm_DependenceNonUniformityNormalized,0.0006110499874899
lbp-3D-k_glszm_LargeAreaEmphasis,0.0006092146803478
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.0006089987703554
log-sigma-3-0-mm-3D_firstorder_Range,0.0006086633946597
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.0006079806734155
log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.0006075127131642
log-sigma-4-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0006070257513178
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.0006061074272083
lbp-3D-m1_gldm_GrayLevelNonUniformity,0.0006054931114084
log-sigma-1-0-mm-3D_glcm_JointEnergy,0.0006041074923351
wavelet-LHL_glcm_ClusterTendency,0.0006031446060533
lbp-3D-k_glcm_Correlation,0.0006027067153141
squareroot_glszm_GrayLevelNonUniformity,0.0006026608789484
wavelet-LHH_glcm_Id,0.0006013458688821
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis,0.0006011489623454
wavelet-HLL_firstorder_Kurtosis,0.000601077977952
log-sigma-3-0-mm-3D_glcm_Imc2,0.0006010356352947
gradient_glcm_Idmn,0.0006003262939198
squareroot_glcm_Contrast,0.0005986022885648
logarithm_firstorder_Kurtosis,0.0005985164477007
log-sigma-2-0-mm-3D_firstorder_Mean,0.0005983421098355
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized,0.0005976920235773
original_shape_MinorAxisLength,0.000596829639598
wavelet-HLH_glcm_DifferenceVariance,0.0005962877259405
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.000595070089264
log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.000594205419812
logarithm_firstorder_Median,0.0005935836527099
wavelet-HHH_glcm_ClusterTendency,0.0005921451854274
log-sigma-2-0-mm-3D_glcm_JointAverage,0.0005909977243891
square_glrlm_LongRunEmphasis,0.0005906750846229
lbp-3D-k_glszm_SmallAreaLowGrayLevelEmphasis,0.0005900022242184
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.0005897309215904
original_glcm_DifferenceVariance,0.000588101886082
log-sigma-5-0-mm-3D_ngtdm_Contrast,0.0005880762465321
wavelet-HHL_glcm_Contrast,0.0005873147239961
log-sigma-4-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0005866553313802
log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,0.0005855412484011
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.0005850295992744
wavelet-HLH_glszm_ZoneEntropy,0.0005848358694414
wavelet-LHH_glszm_ZoneEntropy,0.0005839344829569
wavelet-HHH_ngtdm_Contrast,0.000582510737248
square_gldm_GrayLevelNonUniformity,0.000581445421055
log-sigma-5-0-mm-3D_glcm_Correlation,0.0005804756158172
wavelet-HHL_glszm_GrayLevelNonUniformity,0.0005792665658477
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.000578087963069
log-sigma-1-0-mm-3D_firstorder_Maximum,0.0005772989809268
lbp-3D-m2_gldm_LargeDependenceHighGrayLevelEmphasis,0.0005758420872731
log-sigma-1-0-mm-3D_glcm_Idmn,0.0005737633816825
exponential_glszm_SmallAreaEmphasis,0.0005724655298325
original_firstorder_TotalEnergy,0.0005701257505381
log-sigma-4-0-mm-3D_ngtdm_Busyness,0.0005699859097712
wavelet-LLH_glcm_ClusterShade,0.0005689744887008
logarithm_glcm_ClusterShade,0.0005684197393387
wavelet-HHH_glcm_MCC,0.000567368417996
wavelet-LLL_gldm_DependenceVariance,0.000564265387168
lbp-3D-k_gldm_HighGrayLevelEmphasis,0.000564067895177
wavelet-LHL_glcm_SumSquares,0.0005634385290514
lbp-3D-m2_glszm_ZonePercentage,0.0005631927215893
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.0005631364293938
square_glszm_SmallAreaHighGrayLevelEmphasis,0.0005615673849758
log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.0005615515798725
logarithm_glcm_Autocorrelation,0.0005613912909158
original_glszm_SizeZoneNonUniformityNormalized,0.0005612838520153
log-sigma-1-0-mm-3D_firstorder_Minimum,0.0005611728322084
log-sigma-5-0-mm-3D_glcm_InverseVariance,0.0005610957845034
square_glcm_Idm,0.0005608970805016
lbp-3D-k_glcm_JointAverage,0.0005603325358757
wavelet-HLH_glrlm_ShortRunEmphasis,0.0005602095155631
logarithm_firstorder_Variance,0.0005599673307848
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.0005593539211712
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.000558795151008
wavelet-HHH_firstorder_90Percentile,0.0005578914203574
wavelet-LLL_glcm_DifferenceAverage,0.0005554137697266
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.0005549747516684
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.0005545521795368
original_firstorder_MeanAbsoluteDeviation,0.0005538556192121
wavelet-LLL_glszm_SizeZoneNonUniformity,0.0005537164995579
wavelet-HLL_firstorder_Minimum,0.0005535924446081
wavelet-LLL_ngtdm_Complexity,0.000553305196933
gradient_glszm_ZoneEntropy,0.0005532889708258
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.0005528439672367
wavelet-HHL_glcm_ClusterTendency,0.0005518607690161
squareroot_gldm_DependenceNonUniformity,0.0005508834432732
wavelet-HHL_firstorder_Entropy,0.0005508339428798
squareroot_glrlm_RunEntropy,0.0005495268800947
logarithm_glszm_SmallAreaEmphasis,0.0005491440411763
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.0005491051596917
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0005484142455554
logarithm_glrlm_LowGrayLevelRunEmphasis,0.0005480423843702
log-sigma-2-0-mm-3D_glcm_DifferenceVariance,0.0005475428387511
wavelet-LHL_glcm_JointEntropy,0.0005472792099068
square_firstorder_90Percentile,0.0005466210558624
wavelet-HLH_firstorder_Mean,0.0005453044816039
wavelet-LHH_glszm_ZonePercentage,0.0005443504155365
original_shape_Elongation,0.0005432897167741
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0005428446301565
squareroot_glszm_HighGrayLevelZoneEmphasis,0.0005427888782103
squareroot_glrlm_RunPercentage,0.0005414889154216
original_gldm_LowGrayLevelEmphasis,0.0005407693451525
wavelet-LLL_ngtdm_Busyness,0.0005400592169562
log-sigma-5-0-mm-3D_glrlm_RunPercentage,0.0005399132646766
log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.0005392747905259
log-sigma-1-0-mm-3D_ngtdm_Complexity,0.0005385108635679
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.0005381059146862
squareroot_glrlm_RunLengthNonUniformity,0.0005362823410307
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.0005359106306037
wavelet-LLH_glszm_ZoneVariance,0.0005357572694885
square_firstorder_10Percentile,0.0005355372699672
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.0005353447845867
wavelet-LLL_glcm_SumAverage,0.0005348682766555
original_glcm_Autocorrelation,0.0005343753432928
gradient_gldm_SmallDependenceHighGrayLevelEmphasis,0.0005336472352275
gradient_glcm_JointEntropy,0.0005327604282388
square_ngtdm_Complexity,0.0005324736210074
original_glcm_Imc1,0.0005321062498909
square_glszm_ZoneEntropy,0.000529507727374
log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.0005242586905116
wavelet-HLL_glcm_Id,0.0005233064721803
gradient_glcm_Correlation,0.0005226181029563
original_glcm_MCC,0.0005225909507819
squareroot_glrlm_LongRunEmphasis,0.0005224850323563
lbp-3D-k_glcm_SumSquares,0.0005223741931789
wavelet-HLH_glrlm_LongRunEmphasis,0.0005208746424233
wavelet-HLH_gldm_SmallDependenceEmphasis,0.000520395651082
log-sigma-3-0-mm-3D_firstorder_TotalEnergy,0.0005196177976898
wavelet-HLH_glszm_ZonePercentage,0.0005189754861595
wavelet-HHL_glcm_Id,0.0005180066068576
wavelet-LLL_firstorder_Entropy,0.0005180049908895
lbp-3D-k_glcm_JointEnergy,0.0005173728501023
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,0.0005172134115536
logarithm_glrlm_ShortRunLowGrayLevelEmphasis,0.0005170027510696
wavelet-LHL_glrlm_RunLengthNonUniformity,0.0005166116525174
original_shape_Flatness,0.0005163928281337
gradient_gldm_DependenceNonUniformityNormalized,0.0005161367450735
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.000515661991739
wavelet-HHH_glcm_Idn,0.0005156333443469
wavelet-LHL_glcm_ClusterProminence,0.0005154785889031
lbp-3D-k_glszm_LargeAreaLowGrayLevelEmphasis,0.0005143934243366
log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.000514168532993
wavelet-LLL_glcm_ClusterShade,0.0005138429758648
log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,0.0005133441079939
lbp-3D-m2_firstorder_Kurtosis,0.0005100098998694
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.0005099984645455
log-sigma-4-0-mm-3D_ngtdm_Coarseness,0.0005093009387147
original_glrlm_LowGrayLevelRunEmphasis,0.0005088589258265
lbp-3D-m1_firstorder_RootMeanSquared,0.0005083615057847
exponential_firstorder_10Percentile,0.0005066809684518
wavelet-HHL_glrlm_LongRunEmphasis,0.0005059452155818
squareroot_glrlm_RunLengthNonUniformityNormalized,0.0005057743212589
wavelet-LHL_ngtdm_Strength,0.0005055615818937
wavelet-HLL_glcm_Autocorrelation,0.0005052859540481
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.0005043464107534
lbp-3D-m1_glrlm_RunLengthNonUniformity,0.0005034173298723
lbp-3D-m2_gldm_DependenceNonUniformityNormalized,0.0005033474004362
wavelet-LHH_firstorder_90Percentile,0.0005022224171682
original_glrlm_LongRunHighGrayLevelEmphasis,0.0005016690249032
logarithm_glszm_GrayLevelNonUniformity,0.0005013625135264
log-sigma-4-0-mm-3D_gldm_DependenceVariance,0.0005012464352374
log-sigma-2-0-mm-3D_glrlm_RunPercentage,0.0005007918813967
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.000499665974546
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,0.000498308548706
original_glrlm_RunPercentage,0.0004974871800385
log-sigma-4-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.0004973059765922
wavelet-HLL_glcm_MaximumProbability,0.0004949254437153
log-sigma-2-0-mm-3D_ngtdm_Busyness,0.0004944356210731
wavelet-LHH_firstorder_Variance,0.0004943070353138
log-sigma-1-0-mm-3D_glcm_Imc2,0.0004936400671957
exponential_gldm_LargeDependenceHighGrayLevelEmphasis,0.000491371765616
square_glrlm_LowGrayLevelRunEmphasis,0.0004912860330049
lbp-3D-m2_firstorder_10Percentile,0.0004909528660601
lbp-2D_firstorder_Skewness,0.0004905811877414
wavelet-HHH_firstorder_Uniformity,0.0004894216111902
wavelet-LLH_gldm_LargeDependenceEmphasis,0.0004890001352647
gradient_glcm_Imc1,0.0004884355690907
log-sigma-2-0-mm-3D_gldm_DependenceVariance,0.000488230785794
wavelet-HHL_firstorder_90Percentile,0.0004868517800062
lbp-3D-k_glszm_LowGrayLevelZoneEmphasis,0.0004861791356551
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.000485677749246
wavelet-HHL_firstorder_Minimum,0.0004842502742542
wavelet-LHH_glrlm_GrayLevelNonUniformity,0.0004841132981281
log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity,0.0004837706968327
wavelet-LHH_glrlm_ShortRunEmphasis,0.0004833343612468
log-sigma-2-0-mm-3D_firstorder_Range,0.0004832356781767
log-sigma-1-0-mm-3D_firstorder_Energy,0.0004826634150166
gradient_glrlm_RunLengthNonUniformity,0.000482551470589
square_glcm_JointEntropy,0.0004821240206222
wavelet-HHH_gldm_LargeDependenceEmphasis,0.0004815197620016
wavelet-HLL_ngtdm_Busyness,0.0004808401575939
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.0004786378927845
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.0004771535311073
log-sigma-4-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.0004764525580983
original_glcm_InverseVariance,0.0004760881855244
exponential_glrlm_LowGrayLevelRunEmphasis,0.000475743735512
log-sigma-5-0-mm-3D_ngtdm_Strength,0.0004757201099384
log-sigma-3-0-mm-3D_glcm_JointEnergy,0.0004751267188238
original_glrlm_LongRunLowGrayLevelEmphasis,0.0004747367714971
square_glrlm_RunPercentage,0.0004740391508192
wavelet-HHL_glrlm_GrayLevelNonUniformity,0.0004737550008049
log-sigma-2-0-mm-3D_glszm_ZoneVariance,0.0004735247846028
log-sigma-2-0-mm-3D_glcm_Imc2,0.0004725459258944
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,0.0004723981207846
log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis,0.0004721934484538
log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.0004720418227528
wavelet-LLL_glcm_Id,0.0004706777821014
wavelet-HHH_glcm_JointEnergy,0.000470329471731
wavelet-HLH_glcm_SumAverage,0.0004700502255889
square_glszm_ZoneVariance,0.0004697386549561
wavelet-LLH_glcm_Correlation,0.0004690561988846
log-sigma-5-0-mm-3D_glcm_ClusterProminence,0.000467479119267
lbp-3D-k_firstorder_Maximum,0.0004670564920115
wavelet-HLL_firstorder_Range,0.0004670488445052
gradient_ngtdm_Coarseness,0.0004668044672008
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis,0.0004661702010816
log-sigma-2-0-mm-3D_ngtdm_Contrast,0.0004660581950409
lbp-2D_gldm_LargeDependenceHighGrayLevelEmphasis,0.0004643583897993
gradient_glcm_Idm,0.0004639276965228
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.0004627509341391
wavelet-LHH_firstorder_Kurtosis,0.0004616960501336
log-sigma-5-0-mm-3D_firstorder_Variance,0.0004608841247705
original_gldm_GrayLevelNonUniformity,0.0004600121362636
gradient_gldm_GrayLevelNonUniformity,0.0004586908974292
wavelet-HLL_glcm_ClusterProminence,0.0004580100346627
original_gldm_SmallDependenceEmphasis,0.0004576082322819
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.0004573915038826
log-sigma-5-0-mm-3D_glcm_DifferenceEntropy,0.0004573321659107
gradient_glcm_DifferenceAverage,0.0004566849141111
log-sigma-1-0-mm-3D_glszm_ZoneVariance,0.000456375642698
log-sigma-4-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.0004556506278044
exponential_gldm_LargeDependenceEmphasis,0.0004531109799689
log-sigma-2-0-mm-3D_glcm_JointEnergy,0.0004515089600005
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.0004511749382944
wavelet-LLH_glcm_DifferenceAverage,0.0004508319103355
wavelet-HHH_glcm_Imc2,0.000450003058637
original_shape_Maximum2DDiameterColumn,0.0004499413989409
log-sigma-4-0-mm-3D_glcm_SumEntropy,0.0004497522470071
wavelet-HLL_gldm_GrayLevelNonUniformity,0.0004494422406097
log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.0004479940246203
original_firstorder_RobustMeanAbsoluteDeviation,0.0004474630500996
logarithm_glcm_ClusterTendency,0.0004471053356083
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.0004468354358052
logarithm_glcm_MaximumProbability,0.0004445862338089
wavelet-LLL_firstorder_90Percentile,0.000443926448241
wavelet-LLH_glcm_JointEnergy,0.0004436797413256
original_glrlm_RunLengthNonUniformityNormalized,0.0004435782076324
lbp-3D-k_glrlm_RunLengthNonUniformity,0.0004425305006721
squareroot_glcm_DifferenceVariance,0.0004420571149728
wavelet-LLH_glcm_DifferenceVariance,0.0004419763391923
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0004416764980019
log-sigma-5-0-mm-3D_glrlm_RunEntropy,0.0004416680807682
wavelet-HLH_glcm_Id,0.0004403610382087
wavelet-LLH_ngtdm_Complexity,0.0004402350747669
log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,0.0004400601899141
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.0004399909128964
wavelet-HLH_firstorder_Maximum,0.0004399173196207
exponential_firstorder_MeanAbsoluteDeviation,0.0004398148527639
wavelet-LLL_glrlm_RunVariance,0.0004395586837779
log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0004391269570116
lbp-3D-m2_glrlm_RunEntropy,0.0004369848571997
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,0.0004369165036548
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.000435758642231
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.0004348165913595
exponential_gldm_GrayLevelNonUniformity,0.0004347982462526
original_shape_MajorAxisLength,0.0004345728049794
lbp-3D-k_glrlm_ShortRunEmphasis,0.0004344596309949
lbp-3D-k_gldm_DependenceVariance,0.0004340036659878
log-sigma-3-0-mm-3D_firstorder_10Percentile,0.0004337079974988
wavelet-LHH_firstorder_Mean,0.0004335720688401
squareroot_glrlm_ShortRunHighGrayLevelEmphasis,0.0004332222661358
lbp-3D-k_ngtdm_Coarseness,0.0004330845418613
wavelet-LHH_gldm_LowGrayLevelEmphasis,0.0004320904411924
wavelet-LLL_firstorder_Energy,0.0004320445789504
wavelet-LHL_gldm_LargeDependenceEmphasis,0.0004317673887485
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.0004305750792566
wavelet-LLL_glcm_Correlation,0.0004304717754155
wavelet-HHL_ngtdm_Strength,0.0004304633326313
wavelet-HHH_glszm_ZoneEntropy,0.0004304101057372
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.0004284372011259
